from	to
CIITA	TAF1
MAPK1	CIITA
MAPK1	FOS
MAPK1	HNF4A
MAPK1	MYC
OSM	MAPK1
OSM	STAT6
STAT6	MYC
TAF1	FOS
FOS	IL1RN
HNF4A	IL1RN
MYC	IL1RN
TAF1	IL1RN
