from	to
CD40	IRF1
HGF	RELB
IFNG	CD40
IFNG	HGF
IFNG	IL4
IFNG	STAT1
IL4	FOXP3
IL4	HGF
STAT1	IRF1
FOXP3	IL15
IRF1	IL15
RELB	IL15
STAT1	IL15
