from	to
JUN	EGR1
JUN	MAPK1
JUN	MYC
JUN	SP1
MAPK1	EGR1
MAPK1	JUN
MAPK1	MYC
MAPK1	NFKB1
MAPK1	SP1
MYC	NFKB1
MYC	SP1
NFKB1	JUN
NFKB1	MYC
NRG1	MAPK1
NRG1	MYC
NRG1	NFKB1
NRG1	YY1
SP1	MYC
YY1	JUN
YY1	MYC
EGR1	PDGFB
JUN	PDGFB
NFKB1	PDGFB
SP1	PDGFB
