from	to
AKT3	ESR1
EP300	ESR1
EP300	HIF1A
EP300	TP53
HIF1A	TP53
PRKAB1	EP300
PRKAB1	HIF1A
PRKAB1	HNF4A
TP53	EP300
TP53	ESR1
TP53	HIF1A
TP53	PRKAB1
VEGFA	AKT3
VEGFA	HIF1A
VEGFA	PRKAB1
EP300	GDF15
ESR1	GDF15
HNF4A	GDF15
TP53	GDF15
