from	to
ACVR1	CREBBP
ACVR1	STAT1
ATF2	JUN
BMP4	ACVR1
BMP4	ATF2
BMP4	TP53
CREBBP	JUN
CREBBP	STAT1
CREBBP	TP53
EP300	ATF2
EP300	JUN
EP300	TP53
JUN	ATF2
JUN	TP53
STAT1	CREBBP
TP53	EP300
CREBBP	IFNB1
EP300	IFNB1
JUN	IFNB1
STAT1	IFNB1
